,SessionId,VisitorId,ShopperId,serverTime,PageName,PageSection,PageStage,ActualDeviceUIType,UserAgent,_new_repeat,_visit_number,channel_id,customer_detail,CouponCode,OperatingSystem,ComboIdSelected,TilePositionSelected,PageNumberSelected,PerPageSelected,SessionStepSelected,GalleryActionSelected,ProjectFlowSelected,GeoCountry,GeoRegion,GeoState,GeoCity,GeoPostalCode,combo_id,attribute_id,attribute_name,attribute_value
311668,11189,11108,2,45427,20,0,0,0,988,0,23,17,2,22,5,4505,34,47,2,85,0,0,0,45,45,1091,4793,4505,1362,Color,White
311676,11218,11136,2,45654,20,0,0,0,1100,0,11,17,2,41,5,5060,10,0,0,63,0,1,0,8,8,1346,323,5060,1362,Color,White
311685,11218,11136,2,45667,20,0,0,0,1100,0,11,17,2,41,5,5059,10,0,0,63,0,1,0,8,8,1346,323,5059,1362,Color,White
311716,11231,11149,2,45968,20,0,0,0,1072,0,0,7,2,41,5,457,5,79,2,299,3,1,0,0,0,0,0,457,1362,Color,Brown
311739,11231,11149,2,46722,20,0,0,0,1072,0,0,7,2,41,5,1088,0,0,2,321,0,1,0,0,0,0,0,1088,1362,Color,Brown
311777,11256,11174,2,40864,20,0,0,2,1257,0,0,1,2,0,2,14295,46,191,0,298,3,1,0,12,12,423,1975,14295,1362,Color,Cream
311786,11256,11174,2,41349,32,0,0,2,1257,0,11,1,2,0,2,290,7,194,0,302,3,1,0,12,12,423,1975,290,1362,Color,White
311801,11274,11192,4115,41593,4,0,0,0,1012,1,0,7,21,41,5,2659,24,0,0,30,0,1,0,40,40,1167,1023,2659,1362,Color,Purple
311821,13378,13290,4928,77421,4,0,0,0,965,1,11,18,148,42,5,2659,57,0,0,343,0,1,0,14,14,1309,3574,2659,1362,Color,Purple
311841,13378,13290,4928,77429,4,0,0,0,965,1,11,18,148,42,5,2659,57,0,0,343,0,1,0,14,14,1309,3574,2659,1362,Color,Purple
311855,11294,11212,2,41665,20,0,0,0,1100,0,11,17,2,22,5,4968,5,0,0,96,0,1,0,6,6,147,5975,4968,1362,Color,White
311865,11294,11212,2,41682,20,0,0,0,1100,0,11,17,2,22,5,4967,5,0,0,96,0,1,0,6,6,147,5975,4967,1362,Color,White
311875,11269,11187,2,41950,32,0,0,0,1028,0,0,2,2,41,5,4469,68,141,0,346,3,1,0,24,24,2029,3434,4469,1362,Color,White
311884,12184,12097,2,43520,32,0,0,0,980,0,11,22,2,41,5,4469,7,0,0,52,3,0,0,19,19,834,3026,4469,1362,Color,White
311893,12184,12097,2,43637,32,0,0,0,980,0,11,22,2,41,5,4469,0,0,0,52,4,0,0,19,19,834,3026,4469,1362,Color,White
311902,12184,12097,2,43683,32,0,0,0,980,0,11,22,2,41,5,4469,0,0,0,52,0,0,0,19,19,834,3026,4469,1362,Color,White
311911,12184,12097,2,43690,32,0,0,0,980,0,11,22,2,41,5,4469,0,0,0,52,1,0,0,19,19,834,3026,4469,1362,Color,White
311920,12433,12343,2,54150,20,0,0,0,1019,0,0,22,2,41,5,4469,2,0,0,274,0,1,0,11,11,2804,2442,4469,1362,Color,White
311929,12433,12343,2,54176,20,0,0,0,1019,0,0,22,2,41,5,4469,2,0,0,274,3,1,0,11,11,2804,2442,4469,1362,Color,White
311938,12433,12343,2,54228,20,0,0,0,1019,0,0,22,2,41,5,4469,0,0,0,274,4,1,0,11,11,2804,2442,4469,1362,Color,White
311952,11276,11194,4116,42005,32,0,0,0,919,1,0,17,135,41,4,3007,68,0,0,105,0,1,0,11,11,3046,2389,3007,1362,Color,White
311973,11276,11194,4116,42010,32,0,0,0,919,1,0,17,135,41,4,3007,68,0,0,105,3,1,0,11,11,3046,2389,3007,1362,Color,White
311994,11276,11194,4116,42066,32,0,0,0,919,1,0,17,135,41,4,3007,0,0,0,105,1,1,0,11,11,3046,2389,3007,1362,Color,White
312019,11320,11238,2,42688,32,0,0,0,982,0,0,17,2,22,5,883,12,79,0,41,2,1,0,51,51,2255,1557,883,1362,Color,White
312028,13489,13402,2,50653,32,0,0,1,648,0,11,22,2,41,0,883,79,31,0,32,2,1,0,45,45,680,4713,883,1362,Color,White
312076,11331,11249,4138,47971,32,0,0,0,904,0,23,22,0,41,4,791,13,47,0,318,2,1,0,20,20,1459,4441,791,1362,Color,White
312125,11388,11306,2,48966,6,0,0,1,90,0,0,22,2,41,0,9943,16,0,0,1,3,1,0,16,16,526,4056,9943,1362,Color,White
312126,11388,11306,2,48966,6,0,0,1,90,0,0,22,2,41,0,9943,16,0,0,1,3,1,0,16,16,526,4056,9943,1362,Color,Black
312136,11388,11306,2,49978,6,0,0,1,90,0,0,22,2,41,0,10039,35,0,0,310,3,1,0,16,16,526,4056,10039,1362,Color,Blue
312149,11388,11306,2,50003,6,0,0,1,90,0,0,22,2,41,0,10039,0,0,0,310,1,1,0,16,16,526,4056,10039,1362,Color,Blue
312160,11418,11336,2,50324,20,0,0,1,1340,0,0,5,2,97,2,9748,1,0,0,1,0,0,0,12,12,123,2020,9748,1362,Color,Gray
312169,11418,11336,2,50415,20,0,0,1,1340,0,0,5,2,97,2,9748,1,0,0,1,3,0,0,12,12,123,2020,9748,1362,Color,Gray
312178,12905,12814,2,54787,32,0,0,1,1319,0,11,1,2,0,2,9748,0,226,0,343,0,1,0,36,36,347,613,9748,1362,Color,Gray
312187,12905,12814,2,54800,32,0,0,1,1319,0,11,1,2,0,2,9748,0,226,0,343,2,1,0,36,36,347,613,9748,1362,Color,Gray
312196,12905,12814,2,54805,32,0,0,1,1319,0,11,1,2,0,2,9748,0,226,0,343,5,1,0,36,36,347,613,9748,1362,Color,Gray
312207,11416,11334,4171,50410,4,0,0,0,1100,1,0,17,176,0,5,7977,11,79,0,115,0,1,0,27,27,2388,2895,7977,1362,Color,Blue
312215,11438,11355,2,51546,23,0,0,2,340,0,0,1,2,0,0,5255,35,195,0,339,0,1,0,0,0,0,0,5255,1362,Color,White
312230,11442,11359,2,51571,20,0,0,0,1012,0,0,22,2,41,5,2881,24,0,0,310,0,1,0,20,20,1390,4412,2881,1362,Color,Yellow
312238,11442,11359,2,51571,20,0,0,0,1012,0,0,22,2,41,5,2881,24,0,0,310,0,1,0,20,20,1390,4412,2881,1362,Color,White
312239,11442,11359,2,51571,20,0,0,0,1012,0,0,22,2,41,5,2881,24,0,0,310,0,1,0,20,20,1390,4412,2881,1362,Color,Brown
312253,11442,11359,2,51581,20,0,0,0,1012,0,0,22,2,41,5,2881,24,0,0,310,0,1,0,20,20,1390,4412,2881,1362,Color,Yellow
312261,11442,11359,2,51581,20,0,0,0,1012,0,0,22,2,41,5,2881,24,0,0,310,0,1,0,20,20,1390,4412,2881,1362,Color,White
312262,11442,11359,2,51581,20,0,0,0,1012,0,0,22,2,41,5,2881,24,0,0,310,0,1,0,20,20,1390,4412,2881,1362,Color,Brown
312271,11443,11360,2,51598,32,0,0,0,1012,0,11,22,2,41,5,4796,17,0,0,207,0,0,0,40,40,3006,1128,4796,1362,Color,White
312280,11442,11359,2,51609,20,0,0,0,1012,0,0,22,2,41,5,4636,3,0,0,310,0,1,0,20,20,1390,4412,4636,1362,Color,White
312291,11430,11348,2,51684,20,0,0,1,1342,0,11,22,2,41,2,1079,5,237,0,52,3,1,0,47,47,1068,1422,1079,1362,Color,Blue
312301,11438,11355,2,52015,23,0,0,2,340,0,0,1,2,0,0,4679,0,200,0,345,0,1,0,0,0,0,0,4679,1362,Color,Blue
312315,11444,11361,2,52065,20,0,0,0,1012,0,0,7,2,41,5,2557,12,235,0,341,2,1,0,45,45,591,4997,2557,1362,Color,Red
312331,11477,11394,2,52130,19,0,0,0,1028,0,11,22,2,41,5,9660,24,0,0,343,3,1,0,6,6,2910,5753,9660,1362,Color,Yellow
312342,11461,11378,2,52149,20,0,0,1,57,0,0,5,2,97,0,4596,17,193,0,41,0,1,0,40,40,381,930,4596,1362,Color,Blue
312350,11460,11377,2,52160,20,0,0,0,989,0,28,22,2,61,5,4875,4,193,0,198,0,1,0,36,36,3092,904,4875,1362,Color,White
312359,12415,12325,4541,54155,20,0,0,0,988,0,11,7,0,41,5,4875,24,182,0,105,0,1,0,11,11,1761,2334,4875,1362,Color,White
312368,13479,13392,4967,50903,20,0,0,1,562,0,19,22,0,41,0,4875,1,161,0,304,0,1,0,44,44,2877,2786,4875,1362,Color,White
312377,11477,11394,2,52205,19,0,0,0,1028,0,11,22,2,41,5,9774,10,0,0,343,3,1,0,6,6,2910,5753,9774,1362,Color,Purple
312386,11477,11394,2,52221,19,0,0,0,1028,0,11,22,2,41,5,9774,0,0,0,343,1,1,0,6,6,2910,5753,9774,1362,Color,Purple
312396,11430,11348,2,52267,20,0,0,1,1342,0,11,22,2,41,2,6009,0,62,0,131,0,1,0,47,47,1068,1422,6009,1362,Color,Blue
312406,11481,11398,2,52276,20,0,0,0,1012,0,0,1,2,0,5,3451,17,215,0,30,0,1,0,24,24,2432,3406,3451,1362,Color,Yellow
312419,11481,11398,2,52281,20,0,0,0,1012,0,0,1,2,0,5,3451,17,215,0,30,2,1,0,24,24,2432,3406,3451,1362,Color,Yellow
312432,11430,11348,2,52550,20,0,0,1,1342,0,11,22,2,41,2,10429,0,182,0,188,0,1,0,47,47,1068,1422,10429,1362,Color,White
312448,11430,11348,2,52556,20,0,0,1,1342,0,11,22,2,41,2,10427,0,182,0,188,0,1,0,47,47,1068,1422,10427,1362,Color,Gray
312455,11430,11348,2,52556,20,0,0,1,1342,0,11,22,2,41,2,10427,0,182,0,188,0,1,0,47,47,1068,1422,10427,1362,Color,Blue
312456,11430,11348,2,52556,20,0,0,1,1342,0,11,22,2,41,2,10427,0,182,0,188,0,1,0,47,47,1068,1422,10427,1362,Color,Brown
312467,11444,11361,2,52889,20,0,0,0,1012,0,0,7,2,41,5,5943,8,10,0,16,0,1,0,45,45,591,4997,5943,1362,Color,Red
312479,11444,11361,2,52900,20,0,0,0,1012,0,0,7,2,41,5,5943,8,10,0,16,2,1,0,45,45,591,4997,5943,1362,Color,Red
312491,11444,11361,2,52905,20,0,0,0,1012,0,0,7,2,41,5,5943,8,10,0,16,5,1,0,45,45,591,4997,5943,1362,Color,Red
312527,11483,11400,2,52975,20,0,0,1,713,0,0,5,2,97,0,3609,0,0,0,30,0,1,0,4,4,1270,4498,3609,1362,Color,Red
312538,11483,11400,2,52985,20,0,0,1,713,0,0,5,2,97,0,3610,0,0,0,30,0,1,0,4,4,1270,4498,3610,1362,Color,White
312549,11483,11400,2,52996,20,0,0,1,713,0,0,5,2,97,0,3611,0,0,0,30,0,1,0,4,4,1270,4498,3611,1362,Color,Red
312552,11483,11400,2,52996,20,0,0,1,713,0,0,5,2,97,0,3611,0,0,0,30,0,1,0,4,4,1270,4498,3611,1362,Color,Orange
312561,11444,11361,2,53096,20,0,0,0,1012,0,0,7,2,41,5,2482,4,16,0,23,0,1,0,45,45,591,4997,2482,1362,Color,Blue
312576,11570,11487,2,41501,20,0,0,0,1028,0,11,17,2,22,5,3441,14,0,2,339,2,0,0,26,26,706,4196,3441,1362,Color,Red
312583,11570,11487,2,41501,20,0,0,0,1028,0,11,17,2,22,5,3441,14,0,2,339,2,0,0,26,26,706,4196,3441,1362,Color,Orange
312584,11570,11487,2,41501,20,0,0,0,1028,0,11,17,2,22,5,3441,14,0,2,339,2,0,0,26,26,706,4196,3441,1362,Color,Brown
312608,11563,11480,2,41885,20,0,0,0,1075,0,0,1,2,0,5,85,2,182,0,321,3,1,0,22,22,519,1258,85,1362,Color,Gray
312619,11563,11480,2,41927,20,0,0,0,1075,0,0,1,2,0,5,85,0,182,0,321,2,1,0,22,22,519,1258,85,1362,Color,Gray
312630,11522,11439,2,42077,32,0,0,0,1012,0,0,5,2,97,5,379,17,55,0,311,3,1,0,45,45,1771,5161,379,1362,Color,Blue
312644,11577,11494,2,42301,32,0,0,1,1376,0,0,5,2,97,2,3280,35,193,0,343,0,1,0,6,6,1882,5889,3280,1362,Color,Blue
312672,11593,11510,2,42344,20,0,0,1,1325,0,11,17,2,0,2,3403,1,0,0,74,0,1,0,26,26,924,4160,3403,1362,Color,Gray
312679,11593,11510,2,42344,20,0,0,1,1325,0,11,17,2,0,2,3403,1,0,0,74,0,1,0,26,26,924,4160,3403,1362,Color,Pink
312680,11593,11510,2,42344,20,0,0,1,1325,0,11,17,2,0,2,3403,1,0,0,74,0,1,0,26,26,924,4160,3403,1362,Color,Green
312689,11613,11531,4242,43649,20,0,0,0,894,0,0,17,1,97,4,4775,4,182,0,105,2,0,0,39,39,227,6344,4775,1362,Color,Blue
312698,12317,12230,2,98893,20,0,0,0,1100,0,11,22,2,22,5,4775,35,79,0,343,3,1,0,44,44,1897,2767,4775,1362,Color,Blue
312720,11635,11553,4249,44421,7,0,0,0,894,1,0,5,135,41,4,6005,2,0,0,169,3,0,0,16,16,526,4064,6005,1362,Color,White
312721,11635,11553,4249,44421,7,0,0,0,894,1,0,5,135,41,4,6005,2,0,0,169,3,0,0,16,16,526,4064,6005,1362,Color,Red
312729,11654,11572,4256,45086,23,0,0,0,1012,0,0,17,0,41,5,11852,0,141,0,96,0,1,0,50,50,1638,3688,11852,1362,Color,Blue
312730,11654,11572,4256,45086,23,0,0,0,1012,0,0,17,0,41,5,11852,0,141,0,96,0,1,0,50,50,1638,3688,11852,1362,Color,White
312742,11632,11550,2,45342,20,0,0,0,1012,0,11,17,2,41,5,4360,5,182,0,274,0,1,0,8,8,1956,337,4360,1362,Color,White
312743,11632,11550,2,45342,20,0,0,0,1012,0,11,17,2,41,5,4360,5,182,0,274,0,1,0,8,8,1956,337,4360,1362,Color,Blue
312755,11627,11545,2,45522,20,0,0,0,988,0,0,5,2,97,5,3249,1,226,0,18,3,1,0,5,5,2875,5499,3249,1362,Color,White
312775,11647,11565,4253,46474,20,0,0,1,1376,1,23,9,68,50,2,2169,6,12,0,63,0,1,0,11,11,0,0,2169,1362,Color,White
312788,12308,12221,2,96905,20,0,0,0,919,0,11,22,2,22,4,2169,15,141,0,63,0,0,0,11,11,2041,2599,2169,1362,Color,White
312799,11616,11534,2,46661,20,0,0,1,681,0,11,22,2,41,0,1019,11,112,0,316,2,1,0,18,18,1371,4297,1019,1362,Color,White
312809,11616,11534,2,46802,20,0,0,1,681,0,11,22,2,41,0,4340,17,111,0,317,2,1,0,18,18,1371,4297,4340,1362,Color,Gray
312819,11682,11527,2,46845,23,0,0,1,1340,0,11,17,2,0,2,4531,0,0,0,299,0,1,0,11,11,1760,2338,4531,1362,Color,Blue
312828,12582,12491,2,40378,20,0,0,0,1160,0,0,5,2,97,5,4531,2,198,0,329,0,1,0,4,4,2709,4542,4531,1362,Color,Blue
312837,11682,11527,2,46855,23,0,0,1,1340,0,11,17,2,0,2,4532,0,0,0,299,0,1,0,11,11,1760,2338,4532,1362,Color,White
312846,12582,12491,2,40382,20,0,0,0,1160,0,0,5,2,97,5,4532,2,198,0,329,0,1,0,4,4,2709,4542,4532,1362,Color,White
312854,11679,11597,4267,46895,23,0,0,0,900,0,0,17,0,97,4,328,5,215,0,294,3,1,0,37,37,543,3185,328,1362,Color,White
312865,11692,11609,2,79010,20,0,0,0,1103,0,11,5,2,97,5,10036,16,0,0,52,0,1,0,37,37,531,3227,10036,1362,Color,Purple
312883,11692,11609,2,79365,20,0,0,0,1103,0,11,5,2,97,5,10066,12,193,0,96,0,1,0,37,37,531,3227,10066,1362,Color,White
312884,11692,11609,2,79365,20,0,0,0,1103,0,11,5,2,97,5,10066,12,193,0,96,0,1,0,37,37,531,3227,10066,1362,Color,Yellow
312899,11692,11609,2,79390,20,0,0,0,1103,0,11,5,2,97,5,10064,9,193,0,96,0,1,0,37,37,531,3227,10064,1362,Color,Red
312920,11692,11609,2,79486,20,0,0,0,1103,0,11,5,2,97,5,10064,9,193,0,96,0,1,0,37,37,531,3227,10064,1362,Color,Red
312941,11692,11609,2,79516,20,0,0,0,1103,0,11,5,2,97,5,10064,9,193,0,96,0,1,0,37,37,531,3227,10064,1362,Color,Red
312962,11692,11609,2,79476,20,0,0,0,1103,0,11,5,2,97,5,10061,9,193,0,96,0,1,0,37,37,531,3227,10061,1362,Color,Red
312982,11692,11609,2,79520,20,0,0,0,1103,0,11,5,2,97,5,10061,9,193,0,96,0,1,0,37,37,531,3227,10061,1362,Color,Red
313015,11688,11605,2,79700,20,0,0,0,1012,0,0,2,2,97,5,2913,0,0,2,105,0,0,0,7,7,1081,5288,2913,1362,Color,Red
313022,11688,11605,2,79700,20,0,0,0,1012,0,0,2,2,97,5,2913,0,0,2,105,0,0,0,7,7,1081,5288,2913,1362,Color,Green
313023,11688,11605,2,79700,20,0,0,0,1012,0,0,2,2,97,5,2913,0,0,2,105,0,0,0,7,7,1081,5288,2913,1362,Color,Brown
313037,11688,11605,2,79722,20,0,0,0,1012,0,0,2,2,97,5,2915,0,0,2,105,0,0,0,7,7,1081,5288,2915,1362,Color,Cream
313157,11758,11674,2,81028,20,0,0,0,1088,0,0,22,2,33,5,13210,24,47,0,264,0,1,0,4,4,1570,4520,13210,1362,Color,Blue
313171,11758,11674,2,81032,20,0,0,0,1088,0,0,22,2,33,5,13210,24,47,0,264,3,1,0,4,4,1570,4520,13210,1362,Color,Blue
313185,11758,11674,2,81059,20,0,0,0,1088,0,0,22,2,33,5,13210,0,47,0,264,1,1,0,4,4,1570,4520,13210,1362,Color,Blue
313197,11757,11673,2,81188,20,0,0,1,1376,0,0,17,2,0,2,66,0,0,0,207,4,1,0,45,45,982,4804,66,1362,Color,White
313207,11802,11718,4316,44907,27,0,0,0,1012,1,32,17,23,0,5,11026,0,0,0,287,0,1,0,29,29,1286,1695,11026,1362,Color,Blue
313208,11802,11718,4316,44907,27,0,0,0,1012,1,32,17,23,0,5,11026,0,0,0,287,0,1,0,29,29,1286,1695,11026,1362,Color,White
313219,11827,11743,2,46319,19,0,0,1,268,0,0,22,2,41,0,9782,13,0,0,1,0,0,0,3,3,263,2635,9782,1362,Color,Blue
313227,11827,11743,2,46344,19,0,0,1,268,0,0,22,2,41,0,9672,35,0,0,1,0,0,0,3,3,263,2635,9672,1362,Color,Yellow
313275,11860,11776,4335,46946,9,0,0,0,976,0,0,1,0,0,5,10910,57,0,0,274,3,1,0,21,21,2970,130,10910,1362,Color,White
313285,11860,11776,4335,46947,9,0,0,0,976,0,0,1,0,0,5,10910,0,0,0,274,1,1,0,21,21,2970,130,10910,1362,Color,White
313295,11863,11779,4338,46952,20,0,0,1,1340,1,0,17,79,41,2,5090,6,79,0,126,0,1,0,37,37,1706,3155,5090,1362,Color,Blue
313317,11859,11775,4334,46992,20,0,0,0,1100,1,0,22,3,41,5,904,10,79,0,41,3,0,0,39,39,1090,6338,904,1362,Color,White
313326,12572,12481,2,40099,20,0,0,1,1275,0,0,5,2,97,2,904,9,0,0,299,3,1,0,45,45,982,4803,904,1362,Color,White
313335,12572,12481,2,40157,20,0,0,1,1275,0,0,5,2,97,2,904,0,0,0,299,2,1,0,45,45,982,4803,904,1362,Color,White
313344,11863,11779,4338,46995,20,0,0,1,1340,1,0,17,79,41,2,1004,9,141,0,131,3,1,0,37,37,1706,3155,1004,1362,Color,Blue
313353,11863,11779,4338,47017,20,0,0,1,1340,1,0,17,79,41,2,1004,0,141,0,131,4,1,0,37,37,1706,3155,1004,1362,Color,Blue
313362,11863,11779,4338,47042,20,0,0,1,1340,1,0,17,79,41,2,1004,0,141,0,131,4,1,0,37,37,1706,3155,1004,1362,Color,Blue
313384,11863,11779,4338,47007,20,0,0,1,1340,1,0,17,79,41,2,768,0,141,0,131,4,1,0,37,37,1706,3155,768,1362,Color,White
313395,11871,11787,2,47046,20,0,0,0,797,0,0,5,2,97,4,9883,7,141,0,207,2,1,0,21,21,64,1,9883,1362,Color,Blue
313403,11882,11798,2,47063,25,0,0,1,586,0,0,22,2,41,0,718,13,188,0,300,0,1,0,45,45,680,4725,718,1362,Color,White
313412,11882,11798,2,47068,25,0,0,1,586,0,0,22,2,41,0,632,79,188,0,300,0,1,0,45,45,680,4725,632,1362,Color,White
313421,12276,12190,4488,98921,20,0,0,0,1075,1,0,9,9,36,5,632,51,21,2,17,0,1,0,25,25,3100,3833,632,1362,Color,White
313430,11871,11787,2,47080,20,0,0,0,797,0,0,5,2,97,4,9949,57,193,0,299,2,1,0,21,21,64,1,9949,1362,Color,Gray
313451,11890,11806,2,47130,32,0,0,1,519,0,0,22,2,41,0,5242,24,0,0,310,3,0,0,19,19,2107,2965,5242,1362,Color,White
313462,11864,11780,4339,47141,23,0,0,0,1012,1,11,19,48,41,5,3484,43,79,2,321,2,1,0,5,5,2875,5505,3484,1362,Color,White
313485,11890,11806,2,47175,32,0,0,1,519,0,0,22,2,41,0,2852,0,0,0,310,0,0,0,19,19,2107,2965,2852,1362,Color,Purple
313512,11909,11825,2,47231,23,0,0,0,830,0,0,1,2,0,4,821,5,182,0,299,3,1,0,8,8,2058,339,821,1362,Color,White
313521,11909,11825,2,47238,23,0,0,0,830,0,0,1,2,0,4,821,0,182,0,299,1,1,0,8,8,2058,339,821,1362,Color,White
313531,11882,11798,2,47340,25,0,0,1,586,0,0,22,2,41,0,4264,24,200,0,312,0,1,0,45,45,680,4725,4264,1362,Color,White
313532,11882,11798,2,47340,25,0,0,1,586,0,0,22,2,41,0,4264,24,200,0,312,0,1,0,45,45,680,4725,4264,1362,Color,Purple
313541,11886,11802,2,47346,35,0,0,0,1063,0,11,3,2,41,5,6035,7,79,0,243,0,1,0,21,21,1058,63,6035,1362,Color,White
313550,11886,11802,2,47352,35,0,0,0,1063,0,11,3,2,41,5,6036,7,79,0,243,0,1,0,21,21,1058,63,6036,1362,Color,Blue
313558,11949,11865,2,47827,23,0,0,0,967,0,0,17,2,22,5,5013,5,0,2,2,3,1,0,19,19,988,2982,5013,1362,Color,Red
313567,11949,11865,2,47917,23,0,0,0,967,0,0,17,2,22,5,5011,0,0,2,2,0,1,0,19,19,988,2982,5011,1362,Color,Red
313568,11949,11865,2,47917,23,0,0,0,967,0,0,17,2,22,5,5011,0,0,2,2,0,1,0,19,19,988,2982,5011,1362,Color,Orange
313578,11953,11869,4370,47967,27,0,0,0,898,1,11,1,118,97,4,11073,12,141,0,207,3,1,0,5,5,488,5451,11073,1362,Color,Green
313680,12069,11985,2,53056,20,0,0,1,122,0,0,22,2,41,0,4891,17,55,0,96,0,1,0,0,0,0,0,4891,1362,Color,White
313690,12083,11999,4425,53106,20,0,0,1,738,1,0,5,3,41,0,3754,11,0,0,51,0,1,0,42,42,493,1819,3754,1362,Color,Purple
313700,12083,11999,4425,53133,20,0,0,1,738,1,0,5,3,41,0,3754,11,0,0,51,0,1,0,42,42,493,1819,3754,1362,Color,Purple
313710,12083,11999,4425,53145,20,0,0,1,738,1,0,5,3,41,0,3754,11,0,0,51,2,1,0,42,42,493,1819,3754,1362,Color,Purple
313727,12016,11932,4394,53155,20,0,0,1,194,0,23,17,0,41,0,11115,0,172,0,303,0,1,0,7,7,960,5249,11115,1362,Color,Blue
313765,12099,12015,2,78942,20,0,0,1,1376,0,0,3,2,33,2,3271,90,0,0,299,0,1,0,16,16,0,0,3271,1362,Color,Purple
313777,12099,12015,2,78958,20,0,0,1,1376,0,0,3,2,33,2,3271,90,0,0,299,0,1,0,16,16,0,0,3271,1362,Color,Purple
313789,9975,9906,2,51020,20,0,0,1,603,0,0,5,2,97,0,3271,7,80,0,314,0,1,0,0,0,0,0,3271,1362,Color,Purple
313800,12102,12018,4434,78988,20,0,0,1,1376,1,33,17,56,22,2,3785,15,21,0,96,0,1,0,12,12,123,2031,3785,1362,Color,White
313801,12102,12018,4434,78988,20,0,0,1,1376,1,33,17,56,22,2,3785,15,21,0,96,0,1,0,12,12,123,2031,3785,1362,Color,Orange
313823,12100,12016,4433,79500,20,0,0,0,1012,0,33,17,0,0,5,3641,0,182,0,302,0,1,0,6,6,2567,6121,3641,1362,Color,White
313824,12100,12016,4433,79500,20,0,0,0,1012,0,33,17,0,0,5,3641,0,182,0,302,0,1,0,6,6,2567,6121,3641,1362,Color,Brown
313834,12100,12016,4433,79502,20,0,0,0,1012,0,33,17,0,0,5,3642,0,182,0,302,0,1,0,6,6,2567,6121,3642,1362,Color,White
313835,12100,12016,4433,79502,20,0,0,0,1012,0,33,17,0,0,5,3642,0,182,0,302,0,1,0,6,6,2567,6121,3642,1362,Color,Red
313836,12100,12016,4433,79502,20,0,0,0,1012,0,33,17,0,0,5,3642,0,182,0,302,0,1,0,6,6,2567,6121,3642,1362,Color,Purple
313844,12107,12023,2,79708,20,0,0,0,817,0,0,7,2,33,4,11394,0,204,0,63,0,1,0,42,42,285,1927,11394,1362,Color,Brown
313856,12107,12023,2,79757,20,0,0,0,817,0,0,7,2,33,4,11396,0,204,0,63,0,1,0,42,42,285,1927,11396,1362,Color,Gray
313857,12107,12023,2,79757,20,0,0,0,817,0,0,7,2,33,4,11396,0,204,0,63,0,1,0,42,42,285,1927,11396,1362,Color,White
313884,12102,12018,4434,80175,32,0,0,1,1376,1,34,17,56,22,2,630,57,193,0,126,0,1,0,12,12,123,2031,630,1362,Color,White
313893,12102,12018,4434,80181,32,0,0,1,1376,1,34,17,56,22,2,630,57,193,0,126,3,1,0,12,12,123,2031,630,1362,Color,White
313903,12109,12025,2,80314,20,0,0,0,910,0,0,22,2,33,4,4080,5,204,0,41,0,1,0,5,5,2818,5465,4080,1362,Color,Brown
313930,12172,12086,2,43150,6,0,0,1,578,0,0,1,2,0,0,10019,0,0,0,310,1,1,0,25,25,1792,3786,10019,1362,Color,White
313938,12172,12086,2,43150,6,0,0,1,578,0,0,1,2,0,0,10019,0,0,0,310,1,1,0,25,25,1792,3786,10019,1362,Color,Blue
313952,12941,12850,2,54610,6,0,0,0,919,0,0,5,2,97,4,10019,3,0,0,1,3,1,0,36,36,2678,644,10019,1362,Color,White
313960,12941,12850,2,54610,6,0,0,0,919,0,0,5,2,97,4,10019,3,0,0,1,3,1,0,36,36,2678,644,10019,1362,Color,Blue
313974,12941,12850,2,54838,6,0,0,0,919,0,0,5,2,97,4,10019,3,0,0,310,3,1,0,36,36,2678,644,10019,1362,Color,White
313982,12941,12850,2,54838,6,0,0,0,919,0,0,5,2,97,4,10019,3,0,0,310,3,1,0,36,36,2678,644,10019,1362,Color,Blue
313996,12941,12850,2,54841,6,0,0,0,919,0,0,5,2,97,4,10019,0,0,0,310,1,1,0,36,36,2678,644,10019,1362,Color,White
314004,12941,12850,2,54841,6,0,0,0,919,0,0,5,2,97,4,10019,0,0,0,310,1,1,0,36,36,2678,644,10019,1362,Color,Blue
314012,12177,12091,2,43254,14,0,0,0,988,0,0,17,2,22,5,5018,11,182,0,18,3,0,0,45,45,1822,4940,5018,1362,Color,Blue
314013,12177,12091,2,43254,14,0,0,0,988,0,0,17,2,22,5,5018,11,182,0,18,3,0,0,45,45,1822,4940,5018,1362,Color,White
314022,12177,12091,2,43260,14,0,0,0,988,0,0,17,2,22,5,5018,0,182,0,18,1,0,0,45,45,1822,4940,5018,1362,Color,Blue
314023,12177,12091,2,43260,14,0,0,0,988,0,0,17,2,22,5,5018,0,182,0,18,1,0,0,45,45,1822,4940,5018,1362,Color,White
314032,12180,9811,3591,43307,32,0,0,0,968,1,23,3,68,41,5,1018,1,215,0,315,3,1,0,19,19,232,3007,1018,1362,Color,White
314043,12184,12097,2,43651,32,0,0,0,980,0,11,22,2,41,5,4470,0,0,0,52,0,0,0,19,19,834,3026,4470,1362,Color,White
314052,12433,12343,2,54145,20,0,0,0,1019,0,0,22,2,41,5,4470,2,0,0,274,0,1,0,11,11,2804,2442,4470,1362,Color,White
314061,12184,12097,2,43660,32,0,0,0,980,0,11,22,2,41,5,4471,0,0,0,52,0,0,0,19,19,834,3026,4471,1362,Color,Blue
