,SessionId,VisitorId,ShopperId,serverTime,PageName,PageSection,PageStage,ActualDeviceUIType,UserAgent,_new_repeat,_visit_number,channel_id,customer_detail,CouponCode,OperatingSystem,ComboIdSelected,TilePositionSelected,PageNumberSelected,PerPageSelected,SessionStepSelected,GalleryActionSelected,ProjectFlowSelected,GeoCountry,GeoRegion,GeoState,GeoCity,GeoPostalCode,combo_id,attribute_id,attribute_name,attribute_value
10,1,1,1,54981,32,0,0,0,1012,1,11,17,79,0,5,10497,2,161,0,309,0,1,0,5,5,2209,5403,10497,1362,Color,White
28,446,442,2,16681,32,0,0,1,1376,0,0,1,2,0,2,10497,35,226,0,41,0,0,0,24,24,915,3453,10497,1362,Color,White
46,963,957,351,61507,23,0,0,2,591,0,0,1,0,0,0,10497,82,237,2,169,0,1,0,6,6,2630,5958,10497,1362,Color,White
64,1541,1538,2,11804,20,0,0,2,1257,0,0,22,2,22,2,10497,0,193,0,306,0,1,0,40,40,2046,988,10497,1362,Color,White
82,2582,3827,2,1479,20,0,0,1,1376,0,0,5,2,97,2,10497,0,150,0,218,0,1,0,46,46,1863,5390,10497,1362,Color,White
100,2582,3827,2,1566,20,0,0,1,1376,0,0,5,2,97,2,10497,0,150,0,218,0,1,0,46,46,1863,5390,10497,1362,Color,White
118,9839,9770,2,38160,23,0,0,1,1376,0,19,17,2,0,2,10497,3,0,0,310,0,1,0,39,39,196,6261,10497,1362,Color,White
136,9839,9770,2,38245,23,0,0,1,1376,0,19,17,2,0,2,10497,0,0,0,310,0,1,0,39,39,196,6261,10497,1362,Color,White
154,10722,10643,3882,41671,20,0,0,0,892,1,0,17,56,22,4,10497,4,79,0,74,0,1,0,11,11,1222,2293,10497,1362,Color,White
172,10722,10643,3882,41683,20,0,0,0,892,1,0,17,56,22,4,10497,4,79,0,74,3,1,0,11,11,1222,2293,10497,1362,Color,White
190,1,1,1,54984,32,0,0,0,1012,1,11,17,79,0,5,10498,2,161,0,309,0,1,0,5,5,2209,5403,10498,1362,Color,White
208,446,442,2,16697,32,0,0,1,1376,0,0,1,2,0,2,10498,35,226,0,41,0,0,0,24,24,915,3453,10498,1362,Color,White
226,2582,3827,2,1501,20,0,0,1,1376,0,0,5,2,97,2,10498,0,150,0,218,0,1,0,46,46,1863,5390,10498,1362,Color,White
244,5125,5095,1820,24669,20,0,0,0,1123,0,0,22,0,22,5,10498,24,0,0,18,0,1,0,12,12,375,2054,10498,1362,Color,White
262,9839,9770,2,38242,23,0,0,1,1376,0,19,17,2,0,2,10498,0,0,0,310,0,1,0,39,39,196,6261,10498,1362,Color,White
276,2,2,2,54986,20,0,0,0,838,0,0,1,2,0,4,4930,0,0,2,293,1,1,0,6,6,3176,6225,4930,1362,Color,White
285,12676,12585,2,45359,23,0,0,1,441,0,11,17,2,0,0,4930,0,226,0,332,0,1,0,11,11,2804,2443,4930,1362,Color,White
294,12676,12585,2,45397,23,0,0,1,441,0,11,17,2,0,0,4930,0,226,0,332,0,1,0,11,11,2804,2443,4930,1362,Color,White
307,1,1,1,54990,32,0,0,0,1012,1,11,17,79,0,5,10499,2,161,0,309,0,1,0,5,5,2209,5403,10499,1362,Color,White
325,1,1,1,55076,32,0,0,0,1012,1,11,17,79,0,5,10499,2,161,0,309,3,1,0,5,5,2209,5403,10499,1362,Color,White
343,5144,5050,2,26767,35,0,0,1,1299,0,19,7,2,38,2,10499,0,141,0,299,0,1,0,27,27,259,2924,10499,1362,Color,White
363,3,3,2,55003,23,0,0,0,1012,0,11,22,2,0,5,3143,7,182,0,275,2,1,0,36,36,1938,601,3143,1362,Color,Blue
384,9981,9912,3621,52127,32,0,0,0,1127,0,31,17,0,22,5,3143,14,0,0,324,3,1,0,36,36,352,689,3143,1362,Color,Blue
405,9981,9912,3621,52151,32,0,0,0,1127,0,31,17,0,22,5,3143,0,0,0,324,1,1,0,36,36,352,689,3143,1362,Color,Blue
421,6,6,2,55029,20,0,0,1,16,0,0,17,2,0,0,4045,0,0,0,1,0,1,0,16,16,1742,4107,4045,1362,Color,Blue
422,6,6,2,55029,20,0,0,1,16,0,0,17,2,0,0,4045,0,0,0,1,0,1,0,16,16,1742,4107,4045,1362,Color,Pink
431,6,6,2,55151,20,0,0,1,16,0,0,17,2,0,0,4045,0,0,0,1,1,1,0,16,16,1742,4107,4045,1362,Color,Blue
432,6,6,2,55151,20,0,0,1,16,0,0,17,2,0,0,4045,0,0,0,1,1,1,0,16,16,1742,4107,4045,1362,Color,Pink
441,56,56,21,57198,20,0,0,1,1340,0,11,22,0,22,2,4045,2,0,0,332,1,1,0,49,49,2027,6406,4045,1362,Color,Blue
442,56,56,21,57198,20,0,0,1,1340,0,11,22,0,22,2,4045,2,0,0,332,1,1,0,49,49,2027,6406,4045,1362,Color,Pink
451,62,62,2,58828,20,0,0,0,830,0,0,1,2,0,4,4045,0,0,0,115,0,1,0,6,6,2540,5962,4045,1362,Color,Blue
452,62,62,2,58828,20,0,0,0,830,0,0,1,2,0,4,4045,0,0,0,115,0,1,0,6,6,2540,5962,4045,1362,Color,Pink
461,62,62,2,58952,20,0,0,0,830,0,0,1,2,0,4,4045,0,0,0,115,0,1,0,6,6,2540,5962,4045,1362,Color,Blue
462,62,62,2,58952,20,0,0,0,830,0,0,1,2,0,4,4045,0,0,0,115,0,1,0,6,6,2540,5962,4045,1362,Color,Pink
471,93,91,2,60304,20,0,0,0,919,0,0,5,2,97,4,4045,46,0,0,1,0,1,0,6,6,2817,5896,4045,1362,Color,Blue
472,93,91,2,60304,20,0,0,0,919,0,0,5,2,97,4,4045,46,0,0,1,0,1,0,6,6,2817,5896,4045,1362,Color,Pink
481,109,107,2,61171,23,0,0,0,988,0,0,17,2,22,5,4045,0,0,0,1,0,1,0,11,11,1532,2514,4045,1362,Color,Blue
482,109,107,2,61171,23,0,0,0,988,0,0,17,2,22,5,4045,0,0,0,1,0,1,0,11,11,1532,2514,4045,1362,Color,Pink
491,136,134,47,64341,20,0,0,0,916,0,11,17,0,22,4,4045,0,0,0,85,0,0,0,45,45,138,5101,4045,1362,Color,Blue
492,136,134,47,64341,20,0,0,0,916,0,11,17,0,22,4,4045,0,0,0,85,0,0,0,45,45,138,5101,4045,1362,Color,Pink
501,197,195,2,67900,23,0,0,0,968,0,0,17,2,22,5,4045,46,0,0,1,0,1,0,11,11,965,2368,4045,1362,Color,Blue
502,197,195,2,67900,23,0,0,0,968,0,0,17,2,22,5,4045,46,0,0,1,0,1,0,11,11,965,2368,4045,1362,Color,Pink
511,197,195,2,67934,23,0,0,0,968,0,0,17,2,22,5,4045,46,0,0,1,3,1,0,11,11,965,2368,4045,1362,Color,Blue
512,197,195,2,67934,23,0,0,0,968,0,0,17,2,22,5,4045,46,0,0,1,3,1,0,11,11,965,2368,4045,1362,Color,Pink
521,197,195,2,68068,23,0,0,0,968,0,0,17,2,22,5,4045,0,0,0,1,0,1,0,11,11,965,2368,4045,1362,Color,Blue
522,197,195,2,68068,23,0,0,0,968,0,0,17,2,22,5,4045,0,0,0,1,0,1,0,11,11,965,2368,4045,1362,Color,Pink
531,245,243,2,57928,20,0,0,1,1376,0,0,22,2,22,2,4045,46,0,0,1,0,1,0,40,40,582,1159,4045,1362,Color,Blue
532,245,243,2,57928,20,0,0,1,1376,0,0,22,2,22,2,4045,46,0,0,1,0,1,0,40,40,582,1159,4045,1362,Color,Pink
541,289,287,2,62034,20,0,0,0,1075,0,0,17,2,22,5,4045,46,0,0,1,0,1,0,40,40,2599,985,4045,1362,Color,Blue
542,289,287,2,62034,20,0,0,0,1075,0,0,17,2,22,5,4045,46,0,0,1,0,1,0,40,40,2599,985,4045,1362,Color,Pink
551,314,309,2,63920,20,0,0,1,430,0,0,5,2,97,0,4045,0,0,0,1,0,1,0,47,47,3139,1389,4045,1362,Color,Blue
552,314,309,2,63920,20,0,0,1,430,0,0,5,2,97,0,4045,0,0,0,1,0,1,0,47,47,3139,1389,4045,1362,Color,Pink
561,336,333,2,66397,32,0,0,1,738,0,0,22,2,22,0,4045,0,0,0,1,0,1,0,50,50,1101,3712,4045,1362,Color,Blue
562,336,333,2,66397,32,0,0,1,738,0,0,22,2,22,0,4045,0,0,0,1,0,1,0,50,50,1101,3712,4045,1362,Color,Pink
571,365,362,2,68212,20,0,0,1,400,0,0,17,2,0,0,4045,46,0,0,1,0,1,0,11,11,2472,2144,4045,1362,Color,Blue
572,365,362,2,68212,20,0,0,1,400,0,0,17,2,0,0,4045,46,0,0,1,0,1,0,11,11,2472,2144,4045,1362,Color,Pink
581,427,424,156,14797,20,0,0,1,1339,1,19,17,56,22,2,4045,2,0,0,18,0,1,0,17,17,2384,3339,4045,1362,Color,Blue
582,427,424,156,14797,20,0,0,1,1339,1,19,17,56,22,2,4045,2,0,0,18,0,1,0,17,17,2384,3339,4045,1362,Color,Pink
591,427,424,156,14814,20,0,0,1,1339,1,19,17,56,22,2,4045,2,0,0,18,1,1,0,17,17,2384,3339,4045,1362,Color,Blue
592,427,424,156,14814,20,0,0,1,1339,1,19,17,56,22,2,4045,2,0,0,18,1,1,0,17,17,2384,3339,4045,1362,Color,Pink
601,450,446,166,17364,25,0,0,0,1012,1,19,22,56,0,5,4045,68,0,0,126,0,1,0,25,25,1792,3808,4045,1362,Color,Blue
602,450,446,166,17364,25,0,0,0,1012,1,19,22,56,0,5,4045,68,0,0,126,0,1,0,25,25,1792,3808,4045,1362,Color,Pink
611,505,435,2,19466,32,0,0,0,861,0,11,1,2,0,4,4045,46,0,2,274,0,1,0,11,11,2036,2562,4045,1362,Color,Blue
612,505,435,2,19466,32,0,0,0,861,0,11,1,2,0,4,4045,46,0,2,274,0,1,0,11,11,2036,2562,4045,1362,Color,Pink
621,623,618,2,58377,20,0,0,0,988,0,11,17,2,97,5,4045,0,0,0,1,0,1,0,25,25,3187,3781,4045,1362,Color,Blue
622,623,618,2,58377,20,0,0,0,988,0,11,17,2,97,5,4045,0,0,0,1,0,1,0,25,25,3187,3781,4045,1362,Color,Pink
631,620,615,2,58934,23,0,0,0,904,0,0,5,2,97,4,4045,0,0,0,1,0,1,0,39,39,2284,6294,4045,1362,Color,Blue
632,620,615,2,58934,23,0,0,0,904,0,0,5,2,97,4,4045,0,0,0,1,0,1,0,39,39,2284,6294,4045,1362,Color,Pink
641,664,659,2,61378,20,0,0,0,1012,0,0,5,2,97,5,4045,0,0,0,1,0,1,0,12,12,123,2033,4045,1362,Color,Blue
642,664,659,2,61378,20,0,0,0,1012,0,0,5,2,97,5,4045,0,0,0,1,0,1,0,12,12,123,2033,4045,1362,Color,Pink
651,882,877,332,18512,20,0,0,1,663,0,0,17,0,22,0,4045,57,0,0,52,0,1,0,0,0,0,0,4045,1362,Color,Blue
652,882,877,332,18512,20,0,0,1,663,0,0,17,0,22,0,4045,57,0,0,52,0,1,0,0,0,0,0,4045,1362,Color,Pink
661,954,948,2,22202,20,0,0,2,1225,0,11,20,2,97,2,4045,46,0,0,1,0,1,0,50,50,1101,3713,4045,1362,Color,Blue
662,954,948,2,22202,20,0,0,2,1225,0,11,20,2,97,2,4045,46,0,0,1,0,1,0,50,50,1101,3713,4045,1362,Color,Pink
671,954,948,2,22217,20,0,0,2,1225,0,11,20,2,97,2,4045,46,0,0,1,3,1,0,50,50,1101,3713,4045,1362,Color,Blue
672,954,948,2,22217,20,0,0,2,1225,0,11,20,2,97,2,4045,46,0,0,1,3,1,0,50,50,1101,3713,4045,1362,Color,Pink
681,954,948,2,22340,20,0,0,2,1225,0,11,20,2,97,2,4045,0,0,0,1,1,1,0,50,50,1101,3713,4045,1362,Color,Blue
682,954,948,2,22340,20,0,0,2,1225,0,11,20,2,97,2,4045,0,0,0,1,1,1,0,50,50,1101,3713,4045,1362,Color,Pink
691,1033,1027,380,58796,20,0,0,0,1012,1,0,5,135,97,5,4045,2,0,0,1,0,1,0,25,25,1373,3820,4045,1362,Color,Blue
692,1033,1027,380,58796,20,0,0,0,1012,1,0,5,135,97,5,4045,2,0,0,1,0,1,0,25,25,1373,3820,4045,1362,Color,Pink
701,1222,1216,2,59297,20,0,0,0,982,0,0,17,2,22,5,4045,2,0,0,105,0,1,0,45,45,982,4813,4045,1362,Color,Blue
702,1222,1216,2,59297,20,0,0,0,982,0,0,17,2,22,5,4045,2,0,0,105,0,1,0,45,45,982,4813,4045,1362,Color,Pink
711,1255,1174,2,60941,20,0,0,1,1319,0,0,5,2,97,2,4045,46,0,0,1,0,1,0,5,5,2301,5520,4045,1362,Color,Blue
712,1255,1174,2,60941,20,0,0,1,1319,0,0,5,2,97,2,4045,46,0,0,1,0,1,0,5,5,2301,5520,4045,1362,Color,Pink
721,1296,1290,461,64229,23,0,0,0,1100,1,0,17,90,97,5,4045,68,0,0,1,0,1,0,29,29,2427,1770,4045,1362,Color,Blue
722,1296,1290,461,64229,23,0,0,0,1100,1,0,17,90,97,5,4045,68,0,0,1,0,1,0,29,29,2427,1770,4045,1362,Color,Pink
731,1470,1468,2,62928,20,0,0,1,122,0,0,5,2,97,0,4045,46,0,0,115,0,1,0,47,47,100,1394,4045,1362,Color,Blue
732,1470,1468,2,62928,20,0,0,1,122,0,0,5,2,97,0,4045,46,0,0,115,0,1,0,47,47,100,1394,4045,1362,Color,Pink
741,1476,1474,2,63530,20,0,0,1,1337,0,0,5,2,97,2,4045,46,0,0,1,0,1,0,6,6,425,5732,4045,1362,Color,Blue
742,1476,1474,2,63530,20,0,0,1,1337,0,0,5,2,97,2,4045,46,0,0,1,0,1,0,6,6,425,5732,4045,1362,Color,Pink
751,1580,1577,2,12144,20,0,0,0,1012,0,0,5,2,97,5,4045,46,0,0,1,0,1,0,40,40,2757,1079,4045,1362,Color,Blue
752,1580,1577,2,12144,20,0,0,0,1012,0,0,5,2,97,5,4045,46,0,0,1,0,1,0,40,40,2757,1079,4045,1362,Color,Pink
761,1752,1747,2,69194,20,0,0,0,1012,0,0,9,2,97,5,4045,0,0,0,1,0,1,0,16,16,2148,3935,4045,1362,Color,Blue
762,1752,1747,2,69194,20,0,0,0,1012,0,0,9,2,97,5,4045,0,0,0,1,0,1,0,16,16,2148,3935,4045,1362,Color,Pink
771,1800,1794,2,71576,20,0,0,1,1376,0,0,17,2,0,2,4045,0,0,0,1,0,1,0,45,45,40,4646,4045,1362,Color,Blue
772,1800,1794,2,71576,20,0,0,1,1376,0,0,17,2,0,2,4045,0,0,0,1,0,1,0,45,45,40,4646,4045,1362,Color,Pink
781,1835,1829,2,74422,20,0,0,1,1376,0,0,1,2,52,2,4045,0,0,0,274,0,1,0,12,12,0,0,4045,1362,Color,Blue
782,1835,1829,2,74422,20,0,0,1,1376,0,0,1,2,52,2,4045,0,0,0,274,0,1,0,12,12,0,0,4045,1362,Color,Pink
791,1835,1829,2,74484,20,0,0,1,1376,0,0,1,2,52,2,4045,0,0,0,274,0,1,0,12,12,0,0,4045,1362,Color,Blue
792,1835,1829,2,74484,20,0,0,1,1376,0,0,1,2,52,2,4045,0,0,0,274,0,1,0,12,12,0,0,4045,1362,Color,Pink
801,1882,1875,2,20421,20,0,0,0,1123,0,0,17,2,97,5,4045,0,0,0,1,0,1,0,22,22,81,1340,4045,1362,Color,Blue
802,1882,1875,2,20421,20,0,0,0,1123,0,0,17,2,97,5,4045,0,0,0,1,0,1,0,22,22,81,1340,4045,1362,Color,Pink
811,1882,1875,2,20486,20,0,0,0,1123,0,0,17,2,97,5,4045,0,0,0,1,0,1,0,22,22,81,1340,4045,1362,Color,Blue
812,1882,1875,2,20486,20,0,0,0,1123,0,0,17,2,97,5,4045,0,0,0,1,0,1,0,22,22,81,1340,4045,1362,Color,Pink
821,2109,2103,741,57973,20,0,0,0,1012,1,0,5,3,97,5,4045,0,0,0,115,0,1,0,10,10,2039,1203,4045,1362,Color,Blue
822,2109,2103,741,57973,20,0,0,0,1012,1,0,5,3,97,5,4045,0,0,0,115,0,1,0,10,10,2039,1203,4045,1362,Color,Pink
831,2109,2103,741,58053,20,0,0,0,1012,1,0,5,3,97,5,4045,0,0,0,115,1,1,0,10,10,2039,1203,4045,1362,Color,Blue
832,2109,2103,741,58053,20,0,0,0,1012,1,0,5,3,97,5,4045,0,0,0,115,1,1,0,10,10,2039,1203,4045,1362,Color,Pink
841,2132,2125,2,60183,20,0,0,0,1012,0,0,1,2,88,5,4045,46,0,0,1,0,1,0,31,31,1176,4403,4045,1362,Color,Blue
842,2132,2125,2,60183,20,0,0,0,1012,0,0,1,2,88,5,4045,46,0,0,1,0,1,0,31,31,1176,4403,4045,1362,Color,Pink
851,2107,2101,765,65561,20,0,0,1,624,1,0,17,3,97,0,4045,46,0,0,115,0,1,0,4,4,2761,4514,4045,1362,Color,Blue
852,2107,2101,765,65561,20,0,0,1,624,1,0,17,3,97,0,4045,46,0,0,115,0,1,0,4,4,2761,4514,4045,1362,Color,Pink
861,2107,2101,765,65562,20,0,0,1,624,1,0,17,3,97,0,4045,46,0,0,115,0,1,0,4,4,2761,4514,4045,1362,Color,Blue
862,2107,2101,765,65562,20,0,0,1,624,1,0,17,3,97,0,4045,46,0,0,115,0,1,0,4,4,2761,4514,4045,1362,Color,Pink
871,2107,2101,765,65578,20,0,0,1,624,1,0,17,3,97,0,4045,46,0,0,115,3,1,0,4,4,2761,4514,4045,1362,Color,Blue
872,2107,2101,765,65578,20,0,0,1,624,1,0,17,3,97,0,4045,46,0,0,115,3,1,0,4,4,2761,4514,4045,1362,Color,Pink
881,2107,2101,765,65636,20,0,0,1,624,1,0,17,3,97,0,4045,0,0,0,115,1,1,0,4,4,2761,4514,4045,1362,Color,Blue
882,2107,2101,765,65636,20,0,0,1,624,1,0,17,3,97,0,4045,0,0,0,115,1,1,0,4,4,2761,4514,4045,1362,Color,Pink
891,2252,2246,2,69739,20,0,0,0,898,0,0,2,2,97,4,4045,46,0,0,1,0,1,0,7,7,600,5272,4045,1362,Color,Blue
892,2252,2246,2,69739,20,0,0,0,898,0,0,2,2,97,4,4045,46,0,0,1,0,1,0,7,7,600,5272,4045,1362,Color,Pink
901,2296,2290,2,72830,20,0,0,0,1012,0,0,22,2,22,5,4045,46,0,0,1,0,1,0,26,26,411,4257,4045,1362,Color,Blue
902,2296,2290,2,72830,20,0,0,0,1012,0,0,22,2,22,5,4045,46,0,0,1,0,1,0,26,26,411,4257,4045,1362,Color,Pink
911,2320,2314,814,74515,20,0,0,0,1012,1,0,17,121,97,5,4045,0,0,0,332,0,1,0,45,45,2538,4834,4045,1362,Color,Blue
912,2320,2314,814,74515,20,0,0,0,1012,1,0,17,121,97,5,4045,0,0,0,332,0,1,0,45,45,2538,4834,4045,1362,Color,Pink
921,2320,2314,814,74551,20,0,0,0,1012,1,0,17,121,97,5,4045,0,0,0,332,0,1,0,45,45,2538,4834,4045,1362,Color,Blue
922,2320,2314,814,74551,20,0,0,0,1012,1,0,17,121,97,5,4045,0,0,0,332,0,1,0,45,45,2538,4834,4045,1362,Color,Pink
931,2355,2348,2,76347,20,0,0,0,968,0,0,17,2,22,5,4045,46,0,0,1,0,1,0,36,36,1943,816,4045,1362,Color,Blue
932,2355,2348,2,76347,20,0,0,0,968,0,0,17,2,22,5,4045,46,0,0,1,0,1,0,36,36,1943,816,4045,1362,Color,Pink
941,2416,2409,846,57092,32,0,0,0,770,1,0,1,56,0,4,4045,2,0,0,207,0,1,0,44,44,2698,2867,4045,1362,Color,Blue
942,2416,2409,846,57092,32,0,0,0,770,1,0,1,56,0,4,4045,2,0,0,207,0,1,0,44,44,2698,2867,4045,1362,Color,Pink
951,2416,2409,846,57113,32,0,0,0,770,1,0,1,56,0,4,4045,2,0,0,207,0,1,0,44,44,2698,2867,4045,1362,Color,Blue
952,2416,2409,846,57113,32,0,0,0,770,1,0,1,56,0,4,4045,2,0,0,207,0,1,0,44,44,2698,2867,4045,1362,Color,Pink
961,2416,2409,846,57548,32,0,0,0,770,1,0,1,56,0,4,4045,0,0,0,299,0,1,0,44,44,2698,2867,4045,1362,Color,Blue
962,2416,2409,846,57548,32,0,0,0,770,1,0,1,56,0,4,4045,0,0,0,299,0,1,0,44,44,2698,2867,4045,1362,Color,Pink
971,2416,2409,846,57618,32,0,0,0,770,1,0,1,56,0,4,4045,0,0,0,299,0,1,0,44,44,2698,2867,4045,1362,Color,Blue
972,2416,2409,846,57618,32,0,0,0,770,1,0,1,56,0,4,4045,0,0,0,299,0,1,0,44,44,2698,2867,4045,1362,Color,Pink
981,2416,2409,846,57678,32,0,0,0,770,1,0,1,56,0,4,4045,0,0,0,299,1,1,0,44,44,2698,2867,4045,1362,Color,Blue
982,2416,2409,846,57678,32,0,0,0,770,1,0,1,56,0,4,4045,0,0,0,299,1,1,0,44,44,2698,2867,4045,1362,Color,Pink
991,2511,2501,2,65531,20,0,0,1,1340,0,0,5,2,97,2,4045,0,0,0,1,0,1,0,45,45,680,4712,4045,1362,Color,Blue
992,2511,2501,2,65531,20,0,0,1,1340,0,0,5,2,97,2,4045,0,0,0,1,0,1,0,45,45,680,4712,4045,1362,Color,Pink
1001,2626,2617,2,14600,20,0,0,0,988,0,0,5,2,97,5,4045,46,0,0,1,0,1,0,22,22,2821,1264,4045,1362,Color,Blue
1002,2626,2617,2,14600,20,0,0,0,988,0,0,5,2,97,5,4045,46,0,0,1,0,1,0,22,22,2821,1264,4045,1362,Color,Pink
1011,2626,2617,2,14641,20,0,0,0,988,0,0,5,2,97,5,4045,46,0,0,1,0,1,0,22,22,2821,1264,4045,1362,Color,Blue
1012,2626,2617,2,14641,20,0,0,0,988,0,0,5,2,97,5,4045,46,0,0,1,0,1,0,22,22,2821,1264,4045,1362,Color,Pink
1021,2626,2617,2,14671,20,0,0,0,988,0,0,5,2,97,5,4045,46,0,0,1,0,1,0,22,22,2821,1264,4045,1362,Color,Blue
1022,2626,2617,2,14671,20,0,0,0,988,0,0,5,2,97,5,4045,46,0,0,1,0,1,0,22,22,2821,1264,4045,1362,Color,Pink
1031,2626,2617,2,16111,20,0,0,0,988,0,0,5,2,97,5,4045,46,0,0,1,3,1,0,22,22,2821,1264,4045,1362,Color,Blue
1032,2626,2617,2,16111,20,0,0,0,988,0,0,5,2,97,5,4045,46,0,0,1,3,1,0,22,22,2821,1264,4045,1362,Color,Pink
1041,2758,2749,2,69868,20,0,0,0,1012,0,0,3,2,97,5,4045,46,0,0,310,0,0,0,11,11,1934,2156,4045,1362,Color,Blue
1042,2758,2749,2,69868,20,0,0,0,1012,0,0,3,2,97,5,4045,46,0,0,310,0,0,0,11,11,1934,2156,4045,1362,Color,Pink
1051,2758,2749,2,69902,20,0,0,0,1012,0,0,3,2,97,5,4045,46,0,0,310,0,0,0,11,11,1934,2156,4045,1362,Color,Blue
1052,2758,2749,2,69902,20,0,0,0,1012,0,0,3,2,97,5,4045,46,0,0,310,0,0,0,11,11,1934,2156,4045,1362,Color,Pink
1061,2783,2774,964,71154,20,0,0,1,1376,1,11,17,56,22,2,4045,0,0,0,1,0,1,0,40,40,2207,1148,4045,1362,Color,Blue
1062,2783,2774,964,71154,20,0,0,1,1376,1,11,17,56,22,2,4045,0,0,0,1,0,1,0,40,40,2207,1148,4045,1362,Color,Pink
1071,2783,2774,964,71174,20,0,0,1,1376,1,11,17,56,22,2,4045,0,0,0,1,1,1,0,40,40,2207,1148,4045,1362,Color,Blue
1072,2783,2774,964,71174,20,0,0,1,1376,1,11,17,56,22,2,4045,0,0,0,1,1,1,0,40,40,2207,1148,4045,1362,Color,Pink
1081,2899,2890,1013,69139,20,0,0,0,1012,0,0,1,0,0,5,4045,0,0,0,1,0,1,0,12,12,273,2051,4045,1362,Color,Blue
1082,2899,2890,1013,69139,20,0,0,0,1012,0,0,1,0,0,5,4045,0,0,0,1,0,1,0,12,12,273,2051,4045,1362,Color,Pink
1091,2899,2890,1013,69231,20,0,0,0,1012,0,0,1,0,0,5,4045,0,0,0,1,1,1,0,12,12,273,2051,4045,1362,Color,Blue
1092,2899,2890,1013,69231,20,0,0,0,1012,0,0,1,0,0,5,4045,0,0,0,1,1,1,0,12,12,273,2051,4045,1362,Color,Pink
1101,2916,2907,2,69715,20,0,0,0,988,0,0,1,2,0,5,4045,46,0,0,1,0,1,0,11,11,2574,2286,4045,1362,Color,Blue
1102,2916,2907,2,69715,20,0,0,0,988,0,0,1,2,0,5,4045,46,0,0,1,0,1,0,11,11,2574,2286,4045,1362,Color,Pink
1111,2916,2907,2,69765,20,0,0,0,988,0,0,1,2,0,5,4045,46,0,0,1,0,1,0,11,11,2574,2286,4045,1362,Color,Blue
1112,2916,2907,2,69765,20,0,0,0,988,0,0,1,2,0,5,4045,46,0,0,1,0,1,0,11,11,2574,2286,4045,1362,Color,Pink
1121,2976,2967,2,72485,20,0,0,0,1012,0,0,22,2,22,5,4045,46,0,0,1,0,1,0,7,7,600,5262,4045,1362,Color,Blue
1122,2976,2967,2,72485,20,0,0,0,1012,0,0,22,2,22,5,4045,46,0,0,1,0,1,0,7,7,600,5262,4045,1362,Color,Pink
1131,3107,3096,2,71234,20,0,0,0,1191,0,0,22,2,22,1,4045,46,0,0,1,0,1,0,16,16,769,4114,4045,1362,Color,Blue
1132,3107,3096,2,71234,20,0,0,0,1191,0,0,22,2,22,1,4045,46,0,0,1,0,1,0,16,16,769,4114,4045,1362,Color,Pink
1141,3046,3035,2,71301,32,0,0,1,1376,0,11,17,2,22,2,4045,46,0,0,352,0,1,0,25,25,1792,3799,4045,1362,Color,Blue
1142,3046,3035,2,71301,32,0,0,1,1376,0,11,17,2,22,2,4045,46,0,0,352,0,1,0,25,25,1792,3799,4045,1362,Color,Pink
1151,3277,3265,2,14087,20,0,0,1,1350,0,0,5,2,97,2,4045,46,0,0,1,0,1,0,19,19,1607,2958,4045,1362,Color,Blue
1152,3277,3265,2,14087,20,0,0,1,1350,0,0,5,2,97,2,4045,46,0,0,1,0,1,0,19,19,1607,2958,4045,1362,Color,Pink
1161,3277,3265,2,14139,20,0,0,1,1350,0,0,5,2,97,2,4045,46,0,0,1,2,1,0,19,19,1607,2958,4045,1362,Color,Blue
1162,3277,3265,2,14139,20,0,0,1,1350,0,0,5,2,97,2,4045,46,0,0,1,2,1,0,19,19,1607,2958,4045,1362,Color,Pink
1171,3281,3269,1154,14444,20,0,0,0,988,1,0,1,90,97,5,4045,46,0,0,207,0,1,0,14,14,1134,3573,4045,1362,Color,Blue
1172,3281,3269,1154,14444,20,0,0,0,988,1,0,1,90,97,5,4045,46,0,0,207,0,1,0,14,14,1134,3573,4045,1362,Color,Pink
1181,3281,3269,1154,14591,20,0,0,0,988,1,0,1,90,97,5,4045,2,0,0,207,0,1,0,14,14,1134,3573,4045,1362,Color,Blue
1182,3281,3269,1154,14591,20,0,0,0,988,1,0,1,90,97,5,4045,2,0,0,207,0,1,0,14,14,1134,3573,4045,1362,Color,Pink
1191,3281,3269,1154,14785,20,0,0,0,988,1,0,1,90,97,5,4045,2,0,0,207,1,1,0,14,14,1134,3573,4045,1362,Color,Blue
1192,3281,3269,1154,14785,20,0,0,0,988,1,0,1,90,97,5,4045,2,0,0,207,1,1,0,14,14,1134,3573,4045,1362,Color,Pink
1201,3294,3282,2,15488,20,0,0,0,988,0,0,3,2,22,5,4045,46,0,0,115,0,1,0,14,14,0,0,4045,1362,Color,Blue
1202,3294,3282,2,15488,20,0,0,0,988,0,0,3,2,22,5,4045,46,0,0,115,0,1,0,14,14,0,0,4045,1362,Color,Pink
1211,3606,3589,2,14781,23,0,0,0,1012,0,0,17,2,22,5,4045,46,0,0,1,0,0,0,29,29,502,1733,4045,1362,Color,Blue
1212,3606,3589,2,14781,23,0,0,0,1012,0,0,17,2,22,5,4045,46,0,0,1,0,0,0,29,29,502,1733,4045,1362,Color,Pink
